name,category,geometry
Unnamed Location,mice,POINT (1.5240667 42.5325972)
Unnamed Location,mice,POINT (1.5237825 42.5326808)
Unnamed Location,mice,POINT (1.5234732 42.5321888)
Unnamed Location,mice,POINT (1.5230483 42.5319495)
Unnamed Location,mice,POINT (1.5233064 42.5321027)
Unnamed Location,mice,POINT (1.5231016 42.5319001)
Unnamed Location,mice,POINT (1.5229092 42.5318943)
Unnamed Location,mice,POINT (1.5235475 42.5321787)
Unnamed Location,mice,POINT (1.5230181 42.5319767)
Unnamed Location,mice,POINT (1.523283 42.5321335)
Unnamed Location,mice,POINT (1.5233735 42.532157)
Unnamed Location,mice,POINT (1.5227739 42.5308596)
Unnamed Location,mice,POINT (1.5228249 42.5308569)
Unnamed Location,mice,POINT (1.5228782 42.5308625)
Unnamed Location,mice,POINT (1.5229456 42.5308775)
Unnamed Location,mice,POINT (1.5229938 42.5309074)
Unnamed Location,mice,POINT (1.5227372 42.5308575)
Unnamed Location,mice,POINT (1.5227334 42.5308953)
Unnamed Location,mice,POINT (1.5227296 42.5309365)
Unnamed Location,mice,POINT (1.5227639 42.5309084)
Unnamed Location,mice,POINT (1.522802 42.5308934)
Unnamed Location,mice,POINT (1.522849 42.5308934)
Unnamed Location,mice,POINT (1.5229011 42.5309084)
Unnamed Location,mice,POINT (1.5229417 42.5309346)
Unnamed Location,mice,POINT (1.5229608 42.5309543)
Unnamed Location,mice,POINT (1.5240293 42.5344901)
Unnamed Location,mice,POINT (1.5243825 42.5344448)
Unnamed Location,mice,POINT (1.5244672 42.5343878)
Unnamed Location,mice,POINT (1.5244336 42.5343276)
Unnamed Location,mice,POINT (1.524381 42.5343276)
Unnamed Location,mice,POINT (1.5241986 42.5343513)
Unnamed Location,mice,POINT (1.5240498 42.5343975)
Unnamed Location,mice,POINT (1.5240571 42.5344147)
Unnamed Location,mice,POINT (1.5240174 42.5344413)
Unnamed Location,mice,POINT (1.5476384 42.5109029)
Unnamed Location,mice,POINT (1.5477185 42.5107315)
Unnamed Location,mice,POINT (1.5479685 42.5108053)
Unnamed Location,mice,POINT (1.5479936 42.5108745)
Unnamed Location,mice,POINT (1.5479685 42.5109264)
Unnamed Location,mice,POINT (1.5478947 42.5109709)
Unnamed Location,mice,POINT (1.5479788 42.5109051)
Unnamed Location,mice,POINT (1.5479531 42.5109357)
Unnamed Location,mice,POINT (1.5476559 42.5108655)
Unnamed Location,mice,POINT (1.5477062 42.5107578)
Unnamed Location,mice,POINT (1.5677983 42.5173067)
Unnamed Location,mice,POINT (1.5677129 42.5173973)
Unnamed Location,mice,POINT (1.568221 42.5174748)
Unnamed Location,mice,POINT (1.5710299 42.517536)
Unnamed Location,mice,POINT (1.5705648 42.5175924)
Unnamed Location,mice,POINT (1.5678306 42.5175839)
Unnamed Location,mice,POINT (1.5685996 42.517585)
Unnamed Location,mice,POINT (1.5711119 42.5176437)
Unnamed Location,mice,POINT (1.570759 42.5176976)
Unnamed Location,mice,POINT (1.5679429 42.5176995)
Unnamed Location,mice,POINT (1.5710353 42.5177357)
Unnamed Location,mice,POINT (1.5684685 42.5178432)
Unnamed Location,mice,POINT (1.5706334 42.5175357)
Unnamed Location,mice,POINT (1.5710834 42.51758)
Unnamed Location,mice,POINT (1.5710868 42.5177006)
Unnamed Location,mice,POINT (1.5709007 42.5177337)
Unnamed Location,mice,POINT (1.5707343 42.5173225)
Unnamed Location,mice,POINT (1.5708291 42.5174516)
Unnamed Location,mice,POINT (1.5709058 42.5174527)
Unnamed Location,mice,POINT (1.5707694 42.5174505)
Unnamed Location,mice,POINT (1.5722654 42.5223312)
Unnamed Location,mice,POINT (1.5722099 42.5223011)
Unnamed Location,mice,POINT (1.5721822 42.5222626)
Unnamed Location,mice,POINT (1.5721642 42.5222302)
Unnamed Location,mice,POINT (1.5721642 42.5221773)
Unnamed Location,mice,POINT (1.5721708 42.5221448)
Unnamed Location,mice,POINT (1.5721789 42.5221063)
Unnamed Location,mice,POINT (1.5722083 42.5220678)
Unnamed Location,mice,POINT (1.572254 42.5220294)
Unnamed Location,mice,POINT (1.5723875 42.5220263)
Unnamed Location,mice,POINT (1.5724269 42.522033)
Unnamed Location,mice,POINT (1.572378 42.5222542)
Unnamed Location,mice,POINT (1.5724547 42.5223083)
Unnamed Location,mice,POINT (1.5724547 42.522354)
Unnamed Location,mice,POINT (1.5723731 42.5223613)
Unnamed Location,mice,POINT (1.5723437 42.5223107)
Unnamed Location,mice,POINT (1.5678772 42.5175829)
Unnamed Location,mice,POINT (1.5679809 42.5174687)
Unnamed Location,mice,POINT (1.5678853 42.5175948)
Unnamed Location,mice,POINT (1.5679966 42.5174755)
Unnamed Location,mice,POINT (1.5680395 42.5174218)
Unnamed Location,mice,POINT (1.5678504 42.5176066)
Unnamed Location,mice,POINT (1.5680248 42.5174149)
Unnamed Location,mice,POINT (1.5709249 42.5173629)
Unnamed Location,mice,POINT (1.57097 42.5174548)
Unnamed Location,mice,POINT (1.5708476 42.5172554)
Unnamed Location,mice,POINT (1.5708803 42.5172927)
Unnamed Location,mice,POINT (1.5707974 42.517223)
Unnamed Location,mice,POINT (1.5707661 42.5172408)
Unnamed Location,mice,POINT (1.5707452 42.5291742)
Unnamed Location,mice,POINT (1.5711913 42.5294886)
Unnamed Location,mice,POINT (1.5706862 42.5292251)
Unnamed Location,mice,POINT (1.5703328 42.5295807)
Unnamed Location,mice,POINT (1.5702732 42.5295186)
Unnamed Location,mice,POINT (1.5705897 42.5293296)
Unnamed Location,mice,POINT (1.5705702 42.5298812)
Unnamed Location,mice,POINT (1.5702449 42.5296421)
Unnamed Location,mice,POINT (1.5702783 42.5347711)
Unnamed Location,mice,POINT (1.5708335 42.530977)
Unnamed Location,mice,POINT (1.5709381 42.5309632)
Unnamed Location,mice,POINT (1.5706416 42.530539)
Unnamed Location,mice,POINT (1.5707688 42.5309855)
Unnamed Location,mice,POINT (1.5708517 42.5307825)
Unnamed Location,mice,POINT (1.5706602 42.5304599)
Unnamed Location,mice,POINT (1.570603 42.5304779)
Unnamed Location,mice,POINT (1.5709 42.5350403)
Unnamed Location,mice,POINT (1.570247 42.5351155)
Unnamed Location,mice,POINT (1.5708984 42.5350569)
Unnamed Location,mice,POINT (1.5702056 42.534832)
Unnamed Location,mice,POINT (1.5702442 42.5348524)
Unnamed Location,mice,POINT (1.5701891 42.5349072)
Unnamed Location,mice,POINT (1.5701615 42.5349397)
Unnamed Location,mice,POINT (1.5701877 42.534959)
Unnamed Location,mice,POINT (1.5701711 42.5350291)
Unnamed Location,mice,POINT (1.5702359 42.5350495)
Unnamed Location,mice,POINT (1.4913082 42.5374257)
Unnamed Location,mice,POINT (1.4915647 42.5375284)
Unnamed Location,mice,POINT (1.4912137 42.5375379)
Unnamed Location,mice,POINT (1.4916703 42.5377509)
Unnamed Location,mice,POINT (1.4913243 42.5377659)
Unnamed Location,mice,POINT (1.4914397 42.5380116)
Unnamed Location,mice,POINT (1.4918857 42.5381952)
Unnamed Location,mice,POINT (1.4916545 42.5382821)
Unnamed Location,mice,POINT (1.4920603 42.5384258)
Unnamed Location,mice,POINT (1.4922054 42.538556)
Unnamed Location,mice,POINT (1.4919383 42.5385655)
Unnamed Location,mice,POINT (1.4921162 42.5388006)
Unnamed Location,mice,POINT (1.4924253 42.5388835)
Unnamed Location,mice,POINT (1.49223 42.538992)
Unnamed Location,mice,POINT (1.49255 42.5391257)
Unnamed Location,mice,POINT (1.4923358 42.539214)
Unnamed Location,mice,POINT (1.4926611 42.5394097)
Unnamed Location,mice,POINT (1.4924352 42.5394385)
Unnamed Location,mice,POINT (1.492493 42.5395034)
Unnamed Location,mice,POINT (1.4928969 42.5396452)
Unnamed Location,mice,POINT (1.4927687 42.5396995)
Unnamed Location,mice,POINT (1.4935334 42.5397503)
Unnamed Location,mice,POINT (1.4933298 42.5397834)
Unnamed Location,mice,POINT (1.4929146 42.5397987)
Unnamed Location,mice,POINT (1.4930925 42.5398531)
Unnamed Location,mice,POINT (1.4935238 42.5399074)
Unnamed Location,mice,POINT (1.4933715 42.5399334)
Unnamed Location,mice,POINT (1.5176918 42.5423348)
Unnamed Location,mice,POINT (1.5176273 42.542283)
Unnamed Location,mice,POINT (1.5176708 42.5423012)
Unnamed Location,mice,POINT (1.5173775 42.5427019)
Unnamed Location,mice,POINT (1.5090947 42.546593)
Unnamed Location,mice,POINT (1.509144 42.5464312)
Unnamed Location,mice,POINT (1.5092636 42.5466188)
Unnamed Location,mice,POINT (1.5090332 42.5464725)
Unnamed Location,mice,POINT (1.5091075 42.5466923)
Unnamed Location,mice,POINT (1.5092192 42.5465478)
Unnamed Location,mice,POINT (1.5138749 42.546509)
Unnamed Location,mice,POINT (1.5131486 42.5477704)
Unnamed Location,mice,POINT (1.5136886 42.5463053)
Unnamed Location,mice,POINT (1.5131839 42.5480525)
Unnamed Location,mice,POINT (1.5130367 42.5478922)
Unnamed Location,mice,POINT (1.5136536 42.5464405)
Unnamed Location,mice,POINT (1.513333 42.5478083)
Unnamed Location,mice,POINT (1.5136688 42.5436597)
Unnamed Location,mice,POINT (1.5137538 42.5436016)
Unnamed Location,mice,POINT (1.5138591 42.5431835)
Unnamed Location,mice,POINT (1.509235 42.5465731)
Unnamed Location,mice,POINT (1.5173325 42.5430135)
Unnamed Location,mice,POINT (1.5173755 42.5429394)
Unnamed Location,mice,POINT (1.5172145 42.542975)
Unnamed Location,mice,POINT (1.5140048 42.5438373)
Unnamed Location,mice,POINT (1.5160553 42.5449867)
Unnamed Location,mice,POINT (1.5160492 42.545143)
Unnamed Location,mice,POINT (1.5189653 42.5463172)
Unnamed Location,mice,POINT (1.5193621 42.5463115)
Unnamed Location,mice,POINT (1.5192258 42.5463134)
Unnamed Location,mice,POINT (1.5191628 42.5463372)
Unnamed Location,mice,POINT (1.5191013 42.5463152)
Unnamed Location,mice,POINT (1.5189623 42.5464093)
Unnamed Location,mice,POINT (1.5192632 42.5463843)
Unnamed Location,mice,POINT (1.5193805 42.5463771)
Unnamed Location,mice,POINT (1.5139191 42.5463839)
Unnamed Location,mice,POINT (1.5165924 42.546379)
Unnamed Location,mice,POINT (1.5167838 42.5462776)
Unnamed Location,mice,POINT (1.5166899 42.5461814)
Unnamed Location,mice,POINT (1.5165 42.5462844)
Unnamed Location,mice,POINT (1.5168237 42.5461053)
Unnamed Location,mice,POINT (1.5178004 42.5458133)
Unnamed Location,mice,POINT (1.5203709 42.5454691)
Unnamed Location,mice,POINT (1.5191216 42.5463286)
Unnamed Location,mice,POINT (1.5192018 42.5463295)
Unnamed Location,mice,POINT (1.5140346 42.5432091)
Unnamed Location,mice,POINT (1.5141303 42.5432481)
Unnamed Location,mice,POINT (1.514198 42.5433313)
Unnamed Location,mice,POINT (1.514114 42.5437287)
Unnamed Location,mice,POINT (1.5140766 42.543794)
Unnamed Location,mice,POINT (1.5140416 42.5438233)
Unnamed Location,mice,POINT (1.5160144 42.5465648)
Unnamed Location,mice,POINT (1.5161371 42.5466955)
Unnamed Location,mice,POINT (1.5164611 42.5465162)
Unnamed Location,mice,POINT (1.5163266 42.5463855)
Unnamed Location,mice,POINT (1.5169647 42.5462568)
Unnamed Location,mice,POINT (1.5172833 42.5430006)
Unnamed Location,mice,POINT (1.5163416 42.5453889)
Unnamed Location,mice,POINT (1.5160022 42.545171)
Unnamed Location,mice,POINT (1.5161455 42.5452993)
Unnamed Location,mice,POINT (1.5161953 42.5452659)
Unnamed Location,mice,POINT (1.5163596 42.5454082)
Unnamed Location,mice,POINT (1.5156679 42.5458656)
Unnamed Location,mice,POINT (1.5154369 42.5456727)
Unnamed Location,mice,POINT (1.5154199 42.5456852)
Unnamed Location,mice,POINT (1.515651 42.5458758)
Unnamed Location,mice,POINT (1.515517 42.5459666)
Unnamed Location,mice,POINT (1.5152381 42.5458316)
Unnamed Location,mice,POINT (1.5152767 42.5456943)
Unnamed Location,mice,POINT (1.5153028 42.545625)
Unnamed Location,mice,POINT (1.515346 42.5456591)
Unnamed Location,mice,POINT (1.5153845 42.5456307)
Unnamed Location,mice,POINT (1.5153229 42.545583)
Unnamed Location,mice,POINT (1.5154523 42.5453844)
Unnamed Location,mice,POINT (1.5155201 42.545314)
Unnamed Location,mice,POINT (1.5158343 42.5451154)
Unnamed Location,mice,POINT (1.5170114 42.5433212)
Unnamed Location,mice,POINT (1.5171308 42.543353)
Unnamed Location,mice,POINT (1.5171242 42.5433693)
Unnamed Location,mice,POINT (1.517164 42.5433815)
Unnamed Location,mice,POINT (1.5170866 42.5431794)
Unnamed Location,mice,POINT (1.517154 42.543199)
Unnamed Location,mice,POINT (1.5140927 42.5432426)
Unnamed Location,mice,POINT (1.516095 42.543566)
Unnamed Location,mice,POINT (1.5158866 42.5432992)
Unnamed Location,mice,POINT (1.5157583 42.5433245)
Unnamed Location,mice,POINT (1.5157367 42.5433591)
Unnamed Location,mice,POINT (1.5158307 42.5436146)
Unnamed Location,mice,POINT (1.5158777 42.5436025)
Unnamed Location,mice,POINT (1.5160238 42.5436146)
Unnamed Location,mice,POINT (1.5142769 42.547354)
Unnamed Location,mice,POINT (1.5143933 42.5472079)
Unnamed Location,mice,POINT (1.5144352 42.5472178)
Unnamed Location,mice,POINT (1.5144478 42.547261)
Unnamed Location,mice,POINT (1.5144712 42.5473086)
Unnamed Location,mice,POINT (1.5144947 42.5473463)
Unnamed Location,mice,POINT (1.514493 42.5473946)
Unnamed Location,mice,POINT (1.5178727 42.5459517)
Unnamed Location,mice,POINT (1.5181125 42.5459373)
Unnamed Location,mice,POINT (1.5183182 42.5457795)
Unnamed Location,mice,POINT (1.5183678 42.5458798)
Unnamed Location,mice,POINT (1.5191099 42.5463222)
Unnamed Location,mice,POINT (1.5192161 42.5463217)
Unnamed Location,mice,POINT (1.519183 42.5463352)
Unnamed Location,mice,POINT (1.5191414 42.546335)
Unnamed Location,mice,POINT (1.518795 42.5463685)
Unnamed Location,mice,POINT (1.5188079 42.5464167)
Unnamed Location,mice,POINT (1.5188005 42.5463373)
Unnamed Location,mice,POINT (1.5188175 42.5463186)
Unnamed Location,mice,POINT (1.5193788 42.5463141)
Unnamed Location,mice,POINT (1.5207207 42.5456274)
Unnamed Location,mice,POINT (1.5205923 42.5455777)
Unnamed Location,mice,POINT (1.5219825 42.5471515)
Unnamed Location,mice,POINT (1.521783 42.5469929)
Unnamed Location,mice,POINT (1.5217314 42.5469159)
Unnamed Location,mice,POINT (1.5217142 42.5468514)
Unnamed Location,mice,POINT (1.521715 42.5467008)
Unnamed Location,mice,POINT (1.5217519 42.5463909)
Unnamed Location,mice,POINT (1.5220749 42.5463995)
Unnamed Location,mice,POINT (1.522054 42.546525)
Unnamed Location,mice,POINT (1.5220674 42.5466549)
Unnamed Location,mice,POINT (1.5221195 42.5468275)
Unnamed Location,mice,POINT (1.5221493 42.5469908)
Unnamed Location,mice,POINT (1.5221312 42.5470232)
Unnamed Location,mice,POINT (1.5221316 42.5471174)
Unnamed Location,mice,POINT (1.5205129 42.5453104)
Unnamed Location,mice,POINT (1.5234299 42.5436651)
Unnamed Location,mice,POINT (1.5239395 42.543594)
Unnamed Location,mice,POINT (1.5239037 42.5434353)
Unnamed Location,mice,POINT (1.5233965 42.5435373)
Unnamed Location,mice,POINT (1.520837 42.5454706)
Unnamed Location,mice,POINT (1.5220341 42.5471325)
Unnamed Location,mice,POINT (1.520448 42.5453901)
Unnamed Location,mice,POINT (1.521815 42.5463935)
Unnamed Location,mice,POINT (1.524125 42.5475239)
Unnamed Location,mice,POINT (1.5242227 42.5473228)
Unnamed Location,mice,POINT (1.5245645 42.547424)
Unnamed Location,mice,POINT (1.524596 42.5474382)
Unnamed Location,mice,POINT (1.5246102 42.5474667)
Unnamed Location,mice,POINT (1.5246072 42.5475146)
Unnamed Location,mice,POINT (1.524412 42.5475962)
Unnamed Location,mice,POINT (1.5243927 42.547597)
Unnamed Location,mice,POINT (1.5220756 42.546435)
Unnamed Location,mice,POINT (1.5251585 42.5461747)
Unnamed Location,mice,POINT (1.5249992 42.5462555)
Unnamed Location,mice,POINT (1.524916 42.5463038)
Unnamed Location,mice,POINT (1.5248913 42.546339)
Unnamed Location,mice,POINT (1.5248983 42.5463716)
Unnamed Location,mice,POINT (1.5249762 42.5464524)
Unnamed Location,mice,POINT (1.5252965 42.5463038)
Unnamed Location,mice,POINT (1.5252735 42.5461121)
Unnamed Location,mice,POINT (1.5252558 42.5460848)
Unnamed Location,mice,POINT (1.5252062 42.5460926)
Unnamed Location,mice,POINT (1.5251886 42.5461434)
Unnamed Location,mice,POINT (1.5217355 42.5465887)
Unnamed Location,mice,POINT (1.5217607 42.54648)
Unnamed Location,mice,POINT (1.5206384 42.5453725)
Unnamed Location,mice,POINT (1.5222018 42.5469971)
Unnamed Location,mice,POINT (1.5222974 42.5469733)
Unnamed Location,mice,POINT (1.5222625 42.5468285)
Unnamed Location,mice,POINT (1.5235497 42.5434823)
Unnamed Location,mice,POINT (1.5204568 42.5455112)
Unnamed Location,mice,POINT (1.5217378 42.5465788)
Unnamed Location,mice,POINT (1.5206567 42.5453815)
Unnamed Location,mice,POINT (1.5786947 42.532316)
Unnamed Location,mice,POINT (1.5777633 42.5327273)
Unnamed Location,mice,POINT (1.5778196 42.5327965)
Unnamed Location,mice,POINT (1.5786087 42.5329787)
Unnamed Location,mice,POINT (1.5778738 42.5327969)
Unnamed Location,mice,POINT (1.5787128 42.5326858)
Unnamed Location,mice,POINT (1.577839 42.5325617)
Unnamed Location,mice,POINT (1.5778577 42.5328839)
Unnamed Location,mice,POINT (1.5777424 42.5324826)
Unnamed Location,mice,POINT (1.5778094 42.5325953)
Unnamed Location,mice,POINT (1.5786785 42.5327277)
Unnamed Location,mice,POINT (1.5777129 42.5322277)
Unnamed Location,mice,POINT (1.5760506 42.5342372)
Unnamed Location,mice,POINT (1.5759662 42.5342509)
Unnamed Location,mice,POINT (1.5758825 42.5342646)
Unnamed Location,mice,POINT (1.57584 42.5343493)
Unnamed Location,mice,POINT (1.5765587 42.5343872)
Unnamed Location,mice,POINT (1.5764949 42.5345241)
Unnamed Location,mice,POINT (1.5746611 42.5314806)
Unnamed Location,mice,POINT (1.5754208 42.5318901)
Unnamed Location,mice,POINT (1.5778336 42.5356483)
Unnamed Location,mice,POINT (1.5778154 42.5354533)
Unnamed Location,mice,POINT (1.5783468 42.5354626)
Unnamed Location,mice,POINT (1.5783992 42.5356597)
Unnamed Location,mice,POINT (1.578115 42.5356542)
Unnamed Location,mice,POINT (1.5747876 42.5313189)
Unnamed Location,mice,POINT (1.5746584 42.5315621)
Unnamed Location,mice,POINT (1.5745169 42.5317921)
Unnamed Location,mice,POINT (1.5745278 42.5319119)
Unnamed Location,mice,POINT (1.5749744 42.5320337)
Unnamed Location,mice,POINT (1.5754802 42.5320934)
Unnamed Location,mice,POINT (1.5753174 42.5318323)
Unnamed Location,mice,POINT (1.5748778 42.5315865)
Unnamed Location,mice,POINT (1.5749062 42.5313454)
Unnamed Location,mice,POINT (1.5751038 42.5317128)
Unnamed Location,mice,POINT (1.574844 42.5315676)
Unnamed Location,mice,POINT (1.5747759 42.531387)
Unnamed Location,mice,POINT (1.5747309 42.531454)
Unnamed Location,mice,POINT (1.5748521 42.5315386)
Unnamed Location,mice,POINT (1.5753463 42.5321203)
Unnamed Location,mice,POINT (1.5745743 42.5318082)
Unnamed Location,mice,POINT (1.5776925 42.5344524)
Unnamed Location,mice,POINT (1.5791254 42.5346803)
Unnamed Location,mice,POINT (1.5791271 42.534486)
Unnamed Location,mice,POINT (1.5790831 42.5342484)
Unnamed Location,mice,POINT (1.5790017 42.5341368)
Unnamed Location,mice,POINT (1.5788958 42.534084)
Unnamed Location,mice,POINT (1.5787786 42.5340744)
Unnamed Location,mice,POINT (1.5785767 42.534108)
Unnamed Location,mice,POINT (1.5779465 42.5342508)
Unnamed Location,mice,POINT (1.577769 42.5343324)
Unnamed Location,mice,POINT (1.5776892 42.5343864)
Unnamed Location,mice,POINT (1.5776583 42.5344428)
Unnamed Location,mice,POINT (1.5767236 42.534024)
Unnamed Location,mice,POINT (1.577274 42.5341524)
Unnamed Location,mice,POINT (1.5774401 42.5337)
Unnamed Location,mice,POINT (1.5768978 42.533562)
Unnamed Location,mice,POINT (1.5752034 42.5317686)
Unnamed Location,mice,POINT (1.5749791 42.5316431)
Unnamed Location,mice,POINT (1.5807304 42.5349077)
Unnamed Location,mice,POINT (1.5804112 42.5343147)
Unnamed Location,mice,POINT (1.5812132 42.5350361)
Unnamed Location,mice,POINT (1.5806472 42.5342436)
Unnamed Location,mice,POINT (1.5811374 42.5334256)
Unnamed Location,mice,POINT (1.582929 42.5334728)
Unnamed Location,mice,POINT (1.5802826 42.5350006)
Unnamed Location,mice,POINT (1.5804462 42.5349275)
Unnamed Location,mice,POINT (1.5805173 42.535058)
Unnamed Location,mice,POINT (1.580693 42.5352467)
Unnamed Location,mice,POINT (1.5805495 42.5353386)
Unnamed Location,mice,POINT (1.5803818 42.5351163)
Unnamed Location,mice,POINT (1.5803282 42.5350204)
Unnamed Location,mice,POINT (1.5813778 42.5347177)
Unnamed Location,mice,POINT (1.5827977 42.5334852)
Unnamed Location,mice,POINT (1.5829249 42.5336975)
Unnamed Location,mice,POINT (1.583061 42.5338103)
Unnamed Location,mice,POINT (1.5831319 42.5339001)
Unnamed Location,mice,POINT (1.5831603 42.5339753)
Unnamed Location,mice,POINT (1.5833219 42.5339513)
Unnamed Location,mice,POINT (1.5832382 42.5338249)
Unnamed Location,mice,POINT (1.5831093 42.5336858)
Unnamed Location,mice,POINT (1.5828185 42.5334768)
Unnamed Location,mice,POINT (1.5819805 42.5335515)
Unnamed Location,mice,POINT (1.582116 42.5334465)
Unnamed Location,mice,POINT (1.5824616 42.5327118)
Unnamed Location,mice,POINT (1.5799752 42.5330613)
Unnamed Location,mice,POINT (1.5798504 42.5331302)
Unnamed Location,mice,POINT (1.5805459 42.5336495)
Unnamed Location,mice,POINT (1.5809332 42.534099)
Unnamed Location,mice,POINT (1.5811924 42.5347626)
Unnamed Location,mice,POINT (1.5807254 42.534131)
Unnamed Location,mice,POINT (1.5808505 42.5340341)
Unnamed Location,mice,POINT (1.5821216 42.5333362)
Unnamed Location,mice,POINT (1.5821452 42.5330844)
Unnamed Location,mice,POINT (1.5820782 42.5328087)
Unnamed Location,mice,POINT (1.5825953 42.5328376)
Unnamed Location,mice,POINT (1.5826671 42.5329133)
Unnamed Location,mice,POINT (1.5826744 42.5333155)
Unnamed Location,mice,POINT (1.5824158 42.5334865)
Unnamed Location,mice,POINT (1.5822542 42.5335417)
Unnamed Location,mice,POINT (1.5820058 42.5335659)
Aparcament comunal Bonavista,mice,"POLYGON ((1.5118277 42.5034634, 1.5120556 42.5032141, 1.5125566 42.5034598, 1.5130286 42.5038026, 1.5129019 42.5039415, 1.5128777 42.5039319, 1.5118277 42.5034634))"
Aparcament Comunal Parc Central,mice,"POLYGON ((1.5274623 42.5066645, 1.5278362 42.5072101, 1.5279433 42.5072214, 1.5281091 42.5072699, 1.5282238 42.5072575, 1.5286923 42.5068997, 1.5283258 42.5066526, 1.5282447 42.5065979, 1.5284692 42.5064435, 1.5283799 42.5062582, 1.5282362 42.5060714, 1.5281627 42.5059758, 1.5274695 42.5058327, 1.5274346 42.5059156, 1.5270875 42.5057774, 1.526936 42.5058514, 1.526879 42.5058813, 1.5269311 42.5059517, 1.527242 42.5063721, 1.5274623 42.5066645))"
Unnamed Location,mice,"POLYGON ((1.5318343 42.5058577, 1.5317874 42.5058578, 1.5316982 42.5058644, 1.5316074 42.5058796, 1.5308063 42.5057027, 1.5311121 42.5053338, 1.5315954 42.505439, 1.5317518 42.5054802, 1.5318723 42.5055631, 1.5319105 42.5056258, 1.5319052 42.5056851, 1.5318894 42.5057192, 1.5318343 42.5058577))"
Unnamed Location,mice,"POLYGON ((1.509144 42.5464312, 1.5092192 42.5465478, 1.509235 42.5465731, 1.5092636 42.5466188, 1.5091075 42.5466923, 1.5090947 42.546593, 1.5090332 42.5464725, 1.509144 42.5464312))"
Unnamed Location,mice,"POLYGON ((1.5219825 42.5471515, 1.521783 42.5469929, 1.5217314 42.5469159, 1.5217142 42.5468514, 1.521715 42.5467008, 1.5217355 42.5465887, 1.5217378 42.5465788, 1.5217607 42.54648, 1.5217519 42.5463909, 1.521815 42.5463935, 1.5220749 42.5463995, 1.5220756 42.546435, 1.522054 42.546525, 1.5220674 42.5466549, 1.5221195 42.5468275, 1.5222625 42.5468285, 1.5222974 42.5469733, 1.5222018 42.5469971, 1.5221493 42.5469908, 1.5221312 42.5470232, 1.5221316 42.5471174, 1.5220341 42.5471325, 1.5219825 42.5471515))"
Aparcament Hotel Marco Polo,mice,"POLYGON ((1.5173325 42.5430135, 1.5173755 42.5429394, 1.5176918 42.5423348, 1.5176708 42.5423012, 1.5176273 42.542283, 1.5173775 42.5427019, 1.5172145 42.542975, 1.5172833 42.5430006, 1.5173325 42.5430135))"
Unnamed Location,mice,"POLYGON ((1.5359371 42.5076753, 1.5360093 42.5076759, 1.5363069 42.5076996, 1.5367693 42.5077463, 1.5369988 42.5077746, 1.5371328 42.507798, 1.5374202 42.5078711, 1.5374172 42.5078083, 1.5373874 42.507748, 1.5373256 42.5076878, 1.5372284 42.5076622, 1.5367306 42.5075271, 1.5363739 42.5074329, 1.5358099 42.5073958, 1.5357427 42.5074264, 1.5357096 42.5074535, 1.5356874 42.5076084, 1.5356985 42.5076534, 1.5357616 42.5076709, 1.5359371 42.5076753))"
Unnamed Location,mice,"POLYGON ((1.5234299 42.5436651, 1.5239395 42.543594, 1.5239037 42.5434353, 1.5235497 42.5434823, 1.5233965 42.5435373, 1.5234299 42.5436651))"
Aparcament comunal Fener2,mice,"POLYGON ((1.5322962 42.50659, 1.5322947 42.5065183, 1.532364 42.5063867, 1.5324191 42.5063187, 1.5324583 42.5062977, 1.5324954 42.5062893, 1.5325354 42.5062895, 1.5335895 42.5065033, 1.5335004 42.5067411, 1.5329866 42.5066101, 1.5328916 42.5065919, 1.5327572 42.5065834, 1.5326058 42.5065788, 1.5324516 42.5065828, 1.5322962 42.50659))"
Unnamed Location,mice,"POLYGON ((1.4997352 42.4946154, 1.4998028 42.4944995, 1.4998508 42.4945162, 1.500095 42.494237, 1.500134 42.4941987, 1.5001443 42.4941886, 1.5004858 42.4941701, 1.5004707 42.4942946, 1.5004937 42.4943928, 1.5005612 42.4944898, 1.5006967 42.4946189, 1.5009185 42.4944707, 1.5012081 42.4946942, 1.5014026 42.4949126, 1.5013727 42.4949507, 1.5010425 42.4947589, 1.5008363 42.4948422, 1.5006745 42.4947923, 1.5005787 42.4947628, 1.5004685 42.4947289, 1.500395 42.4947062, 1.5001113 42.4945738, 1.4999503 42.4947288, 1.4997352 42.4946154))"
Unnamed Location,mice,"POLYGON ((1.504054 42.4953349, 1.504288 42.4954501, 1.504634 42.495642, 1.5047648 42.4957087, 1.5048372 42.4956902, 1.5051591 42.4954113, 1.5053188 42.495511, 1.5049957 42.4957896, 1.5051188 42.4958669, 1.5054983 42.4955145, 1.5055319 42.4954833, 1.505556 42.4954338, 1.5053555 42.4953255, 1.5049854 42.495193, 1.5048586 42.4953409, 1.5046823 42.4953058, 1.5045073 42.4952677, 1.5044677 42.4952504, 1.5045046 42.4952044, 1.5043276 42.4951767, 1.504054 42.4953349))"
Aparcament Comunal Prada Casadet,mice,"POLYGON ((1.5218132 42.5060997, 1.5220664 42.5061329, 1.5220562 42.5061728, 1.5224931 42.5062622, 1.5230666 42.505061, 1.5226604 42.5049853, 1.5222297 42.5049026, 1.5221533 42.5049485, 1.5219628 42.5054594, 1.5218132 42.5060997))"
